Application,Product,Drug,NDA,Marketing,Sponsor,Form,Strength,Ingredient,DocumentType,DocumentDate,DocumentURL
207926,2,PHENYLEPHRINE HYDROCHLORIDE,N207926,Prescription,AKORN,SOLUTION/DROPS (OPHTHALMIC),10%,PHENYLEPHRINE HYDROCHLORIDE,Label,2015-01-20T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207926s000lbl.pdf
207963,1,PALONOSETRON HYDROCHLORIDE,N207963,Prescription,HIKMA,SOLUTION (INTRAVENOUS),EQ 0.25MG BASE/2ML (EQ 0.125MG BASE/ML),PALONOSETRON HYDROCHLORIDE,Letter,2016-08-22T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/207963Orig1s000ltr.pdf
208036,1,E-Z-HD,N208036,Prescription,BRACCO,FOR SUSPENSION (ORAL),98% (334GM/BOT),BARIUM SULFATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/208036 barium sulfate clinical prea.pdf
208036,2,E-Z-PAQUE,N208036,Prescription,BRACCO,FOR SUSPENSION (ORAL),96% (169GM/BOT),BARIUM SULFATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/208036 barium sulfate clinical prea.pdf
208036,3,E-Z-CAT DRY,N208036,Discontinued,BRACCO,FOR SUSPENSION (ORAL),40% (9GM/POUCH),BARIUM SULFATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/208036 barium sulfate clinical prea.pdf
208036,4,VARIBAR THIN LIQUID,N208036,Prescription,BRACCO,FOR SUSPENSION (ORAL),81% (120GM/BOT),BARIUM SULFATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/208036 barium sulfate clinical prea.pdf
208083,1,CLINDAMYCIN PHOSPHATE IN 0.9% SODIUM CHLORIDE,N208083,Prescription,BAXTER HLTHCARE CORP,SOLUTION (INTRAVENOUS),EQ 300MG BASE/50ML (EQ 6MG BASE/ML),CLINDAMYCIN PHOSPHATE,Label,2017-04-21T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208083lbl.pdf
208083,2,CLINDAMYCIN PHOSPHATE IN 0.9% SODIUM CHLORIDE,N208083,Prescription,BAXTER HLTHCARE CORP,SOLUTION (INTRAVENOUS),EQ 600MG BASE/50ML (EQ 12MG BASE/ML),CLINDAMYCIN PHOSPHATE,Label,2017-04-21T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208083lbl.pdf
208083,3,CLINDAMYCIN PHOSPHATE IN 0.9% SODIUM CHLORIDE,N208083,Prescription,BAXTER HLTHCARE CORP,SOLUTION (INTRAVENOUS),EQ 900MG BASE/50ML (EQ 18MG BASE/ML),CLINDAMYCIN PHOSPHATE,Label,2017-04-21T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208083lbl.pdf
208109,1,PALONOSETRON HYDROCHLORIDE,N208109,Discontinued,FRESENIUS KABI USA,SOLUTION (INTRAVENOUS),EQ 0.25MG BASE/5ML (EQ 0.05MG BASE/ML),PALONOSETRON HYDROCHLORIDE,Label,2017-11-22T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208109s000lbl.pdf
208135,1,TETRACAINE HYDROCHLORIDE,N208135,Prescription,ALCON LABS,SOLUTION (OPHTHALMIC),0.50%,TETRACAINE HYDROCHLORIDE,Pediatric DD Summary Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/208135 tetracaine DD clinical prea.pdf
208143,1,READI-CAT 2,N208143,Prescription,BRACCO,SUSPENSION (ORAL),2% (9GM/BOT),BARIUM SULFATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/208143 barium sulfate clinical prea.pdf
208143,2,READI-CAT 2 SMOOTHIE,N208143,Prescription,BRACCO,SUSPENSION (ORAL),2% (9GM/BOT),BARIUM SULFATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/208143 barium sulfate clinical prea.pdf
208143,3,LIQUID E-Z-PAQUE,N208143,Prescription,BRACCO,SUSPENSION (ORAL),60% (213GM/BOT),BARIUM SULFATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/208143 barium sulfate clinical prea.pdf
208143,4,VARIBAR NECTAR,N208143,Prescription,BRACCO,SUSPENSION (ORAL),40% (96GM/240ML),BARIUM SULFATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/208143 barium sulfate clinical prea.pdf
208143,5,TAGITOL V,N208143,Prescription,BRACCO,SUSPENSION (ORAL),40% (8GM/BOT),BARIUM SULFATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/208143 barium sulfate clinical prea.pdf
208143,6,VARIBAR THIN HONEY,N208143,Prescription,BRACCO,SUSPENSION (ORAL),40% (100GM/250ML),BARIUM SULFATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/208143 barium sulfate clinical prea.pdf
208143,7,VARIBAR HONEY,N208143,Prescription,BRACCO,SUSPENSION (ORAL),40% (100GM/250ML),BARIUM SULFATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/208143 barium sulfate clinical prea.pdf
208143,8,ENTERO VU 24%,N208143,Prescription,BRACCO,SUSPENSION (ORAL),24% (144GM/600ML),BARIUM SULFATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/208143 barium sulfate clinical prea.pdf
208151,1,ISOPTO ATROPINE,N208151,Prescription,ALCON LABS INC,SOLUTION/DROPS (OPHTHALMIC),1%,ATROPINE SULFATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/53_208151 atropine sulfate clinical prea.pdf
208374,1,BIVALIRUDIN IN 0.9% SODIUM CHLORIDE,N208374,Prescription,BAXTER HLTHCARE CORP,SOLUTION (INTRAVENOUS),250MG/50ML (5MG/ML),BIVALIRUDIN,Label,2017-12-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208374s000lbl.pdf
208374,2,BIVALIRUDIN IN 0.9% SODIUM CHLORIDE,N208374,Prescription,BAXTER HLTHCARE CORP,SOLUTION (INTRAVENOUS),500MG/100ML (5MG/ML),BIVALIRUDIN,Label,2017-12-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208374s000lbl.pdf
208418,1,CALCIUM GLUCONATE,N208418,Prescription,FRESENIUS KABI USA,SOLUTION (INTRAVENOUS),1GM/10ML (100MG/ML),CALCIUM GLUCONATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/141_208418 calcium gluconate clinical prea.pdf
208418,2,CALCIUM GLUCONATE,N208418,Prescription,FRESENIUS KABI USA,SOLUTION (INTRAVENOUS),5GM/50ML (100MG/ML),CALCIUM GLUCONATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/141_208418 calcium gluconate clinical prea.pdf
208418,3,CALCIUM GLUCONATE,N208418,Prescription,FRESENIUS KABI USA,SOLUTION (INTRAVENOUS),10GM/100ML (100MG/ML),CALCIUM GLUCONATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/141_208418 calcium gluconate clinical prea.pdf
208574,1,ROMIDEPSIN,N208574,Discontinued,TEVA PHARMS USA INC,SOLUTION (INTRAVENOUS),10MG/2ML (5MG/ML),ROMIDEPSIN,Label,2020-03-16T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/208574Orig2lbl.pdf
208574,2,ROMIDEPSIN,N208574,Prescription,TEVA PHARMS USA INC,SOLUTION (INTRAVENOUS),27.5MG/5.5ML (5MG/ML),ROMIDEPSIN,Label,2020-03-16T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/208574Orig2lbl.pdf
208582,1,ALTAFLUOR BENOX,N208582,Prescription,ALTAIRE PHARMS INC,SOLUTION/DROPS (OPHTHALMIC),0.4%;0.25%,BENOXINATE HYDROCHLORIDE; FLUORESCEIN SODIUM,Letter,2017-12-20T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/208582Orig1s000ltr.pdf
208844,1,VARIBAR PUDDING,N208844,Prescription,BRACCO,PASTE (ORAL),40%,BARIUM SULFATE,Pediatric DD Summary Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/208844 barium sulfate DD review prea.pdf
209359,1,EPINEPHRINE (COPACKAGED),N209359,Prescription,HOSPIRA INC,SOLUTION (INTRAVENOUS),1MG/10ML (0.1MG/ML),EPINEPHRINE,Letter,2019-11-07T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2019/209359Orig1s000ltr.pdf
209377,1,ZINC SULFATE,N209377,Prescription,AM REGENT,SOLUTION (INTRAVENOUS),EQ 30MG BASE/10ML (EQ 3MG BASE/ML),ZINC SULFATE,Pediatric Other,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/455_209377 zinc sulfate unireview prea_0.pdf
209377,2,ZINC SULFATE,N209377,Prescription,AM REGENT,SOLUTION (INTRAVENOUS),EQ 25MG BASE/5ML (EQ 5MG BASE/ML),ZINC SULFATE,Pediatric Other,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/455_209377 zinc sulfate unireview prea_0.pdf
209377,3,ZINC SULFATE,N209377,Prescription,AM REGENT,SOLUTION (INTRAVENOUS),EQ 10MG BASE/10ML (EQ 1MG BASE/ML),ZINC SULFATE,Pediatric Other,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/455_209377 zinc sulfate unireview prea_0.pdf
209387,1,NIPRIDE RTU IN SODIUM CHLORIDE 0.9%,N209387,Prescription,EXELA PHARMA,SOLUTION (INTRAVENOUS),50MG/100ML (0.5MG/ML),SODIUM NITROPRUSSIDE,Label,2017-03-09T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209387s000lbl.pdf
209387,2,NIPRIDE RTU IN SODIUM CHLORIDE 0.9%,N209387,Discontinued,EXELA PHARMA,SOLUTION (INTRAVENOUS),10MG/50ML (0.2MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,SODIUM NITROPRUSSIDE,Label,2017-03-09T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209387s000lbl.pdf
209387,3,NIPRIDE RTU IN SODIUM CHLORIDE 0.9%,N209387,Prescription,EXELA PHARMA,SOLUTION (INTRAVENOUS),20MG/100ML (0.2MG/ML),SODIUM NITROPRUSSIDE,Label,2017-03-09T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209387s000lbl.pdf
209481,1,VANCOMYCIN HYDROCHLORIDE,N209481,Prescription,MYLAN LABS LTD,POWDER (INTRAVENOUS),EQ 250MG BASE/VIAL,VANCOMYCIN HYDROCHLORIDE,Label,2018-07-11T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209481s000lbl.pdf
209481,2,VANCOMYCIN HYDROCHLORIDE,N209481,Prescription,MYLAN LABS LTD,POWDER (INTRAVENOUS),EQ 750MG BASE/VIAL,VANCOMYCIN HYDROCHLORIDE,Label,2018-07-11T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209481s000lbl.pdf
209481,3,VANCOMYCIN HYDROCHLORIDE,N209481,Prescription,MYLAN LABS LTD,POWDER (INTRAVENOUS),EQ 1.25GM BASE/VIAL,VANCOMYCIN HYDROCHLORIDE,Label,2018-07-11T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209481s000lbl.pdf
209481,4,VANCOMYCIN HYDROCHLORIDE,N209481,Prescription,MYLAN LABS LTD,POWDER (INTRAVENOUS),EQ 1.5GM BASE/VIAL,VANCOMYCIN HYDROCHLORIDE,Label,2018-07-11T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209481s000lbl.pdf
209512,1,NORVIR,N209512,Prescription,ABBVIE INC,POWDER (ORAL),100MG/PACKET,RITONAVIR,Label,2017-06-08T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209512lbl.pdf
209552,1,ARGATROBAN IN SODIUM CHLORIDE,N209552,Prescription,AUROBINDO PHARMA LTD,SOLUTION (INTRAVENOUS),50MG/50ML (1MG/ML),ARGATROBAN,Letter,2018-12-19T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/209552Orig1s000ltr.pdf
209604,1,GEMCITABINE HYDROCHLORIDE,N209604,Prescription,ACCORD HLTHCARE,SOLUTION (INTRAVENOUS),200MG/2ML (100MG/ML),GEMCITABINE HYDROCHLORIDE,Label,2017-08-04T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209604s000lbl.pdf
209604,2,GEMCITABINE HYDROCHLORIDE,N209604,Prescription,ACCORD HLTHCARE,SOLUTION (INTRAVENOUS),1GM/10ML (100MG/ML),GEMCITABINE HYDROCHLORIDE,Label,2017-08-04T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209604s000lbl.pdf
209604,3,GEMCITABINE HYDROCHLORIDE,N209604,Prescription,ACCORD HLTHCARE,SOLUTION (INTRAVENOUS),1.5GM/15ML (100MG/ML),GEMCITABINE HYDROCHLORIDE,Label,2017-08-04T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209604s000lbl.pdf
209604,4,GEMCITABINE HYDROCHLORIDE,N209604,Prescription,ACCORD HLTHCARE,SOLUTION (INTRAVENOUS),2GM/20ML (100MG/ML),GEMCITABINE HYDROCHLORIDE,Label,2017-08-04T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209604s000lbl.pdf
209949,1,DAPTOMYCIN,N209949,Prescription,XELLIA PHARMS APS,POWDER (IV (INFUSION)),350MG/VIAL,DAPTOMYCIN,Letter,2017-10-23T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/209949Orig1s000ltr.pdf
210737,1,REDITREX,N210737,Prescription,CUMBERLAND PHARMS,SOLUTION (SUBCUTANEOUS),7.5MG/0.3ML (7.5MG/0.3ML),METHOTREXATE,Label,2019-11-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210737s000lbl.pdf
210737,2,REDITREX,N210737,Prescription,CUMBERLAND PHARMS,SOLUTION (SUBCUTANEOUS),10MG/0.4ML (10MG/0.4ML),METHOTREXATE,Label,2019-11-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210737s000lbl.pdf
210737,3,REDITREX,N210737,Prescription,CUMBERLAND PHARMS,SOLUTION (SUBCUTANEOUS),12.5MG/0.5ML (12.5MG/0.5ML),METHOTREXATE,Label,2019-11-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210737s000lbl.pdf
210737,4,REDITREX,N210737,Prescription,CUMBERLAND PHARMS,SOLUTION (SUBCUTANEOUS),15MG/0.6ML (15MG/0.6ML),METHOTREXATE,Label,2019-11-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210737s000lbl.pdf
210737,5,REDITREX,N210737,Prescription,CUMBERLAND PHARMS,SOLUTION (SUBCUTANEOUS),17.5MG/0.7ML (17.5MG/0.7ML),METHOTREXATE,Label,2019-11-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210737s000lbl.pdf
210737,6,REDITREX,N210737,Prescription,CUMBERLAND PHARMS,SOLUTION (SUBCUTANEOUS),20MG/0.8ML (20MG/0.8ML),METHOTREXATE,Label,2019-11-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210737s000lbl.pdf
210737,7,REDITREX,N210737,Prescription,CUMBERLAND PHARMS,SOLUTION (SUBCUTANEOUS),22.5MG/ML (22.5MG/ML),METHOTREXATE,Label,2019-11-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210737s000lbl.pdf
210737,8,REDITREX,N210737,Prescription,CUMBERLAND PHARMS,SOLUTION (SUBCUTANEOUS),25MG/1ML (25MG/1ML),METHOTREXATE,Label,2019-11-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210737s000lbl.pdf
210821,1,TETRACAINE HYDROCHLORIDE,N210821,Prescription,BAUSCH LOMB IRELAND,SOLUTION (OPHTHALMIC),0.50%,TETRACAINE HYDROCHLORIDE,Label,2019-03-13T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210821s000lbl.pdf
210997,1,GLYRX-PF,N210997,Prescription,EXELA PHARMA,"SOLUTION (INTRAMUSCULAR, INTRAVENOUS)",0.2MG/ML (0.2MG/ML),GLYCOPYRROLATE,Label,2018-07-12T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210997s000lbl.pdf
210997,2,GLYRX-PF,N210997,Prescription,EXELA PHARMA,"SOLUTION (INTRAMUSCULAR, INTRAVENOUS)",0.4MG/2ML (0.2MG/ML),GLYCOPYRROLATE,Label,2018-07-12T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210997s000lbl.pdf
210997,3,GLYRX-PF,N210997,Prescription,EXELA PHARMA,"SOLUTION (INTRAMUSCULAR, INTRAVENOUS)",1MG/5ML (0.2MG/ML),GLYCOPYRROLATE,Label,2018-07-12T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210997s000lbl.pdf
210997,4,GLYRX-PF,N210997,Prescription,EXELA PHARMA,"SOLUTION (INTRAMUSCULAR, INTRAVENOUS)",0.6MG/3ML (0.2MG/ML),GLYCOPYRROLATE,Label,2018-07-12T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210997s000lbl.pdf
211215,1,ANGIOMAX RTU,N211215,Prescription,MAIA PHARMS INC,SOLUTION (INTRAVENOUS),250MG/50ML (5MG/ML),BIVALIRUDIN,Letter,2019-07-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2019/211215Orig1s000ltr.pdf
211226,1,KHAPZORY,N211226,Prescription,ACROTECH,POWDER (INTRAVENOUS),175MG/VIAL,LEVOLEUCOVORIN,Label,2018-10-22T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/211226s000lbl.pdf
211226,2,KHAPZORY,N211226,Prescription,ACROTECH,POWDER (INTRAVENOUS),300MG/VIAL,LEVOLEUCOVORIN,Label,2018-10-22T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/211226s000lbl.pdf
211284,1,TEMIXYS,N211284,Prescription,CELLTRION,TABLET (ORAL),300MG;300MG,LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,Pediatric DD Summary Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/357_211284 lamivudine-tenofovir DD clinical prea.pdf
211843,1,THIOLA EC,N211843,Prescription,MISSION PHARMACAL CO,"TABLET, DELAYED RELEASE (ORAL)",100MG,TIOPRONIN,Letter,2019-07-01T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2019/211843Orig1s000ltr.pdf
211843,2,THIOLA EC,N211843,Prescription,MISSION PHARMACAL CO,"TABLET, DELAYED RELEASE (ORAL)",300MG,TIOPRONIN,Letter,2019-07-01T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2019/211843Orig1s000ltr.pdf
211939,1,BONSITY,N211939,Prescription,ALVOGEN,SOLUTION (SUBCUTANEOUS),0.62MG/2.48ML (0.25MG/ML),TERIPARATIDE,Label,2019-10-07T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/211939s000lbl.pdf
212020,1,TRANEXAMIC ACID,N212020,Prescription,EXELA PHARMA,SOLUTION (INTRAVENOUS),1GM/100ML (10MG/ML),TRANEXAMIC ACID,Label,2019-04-19T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212020lbl.pdf
212832,1,POTASSIUM PHOSPHATES,N212832,Prescription,FRESENIUS KABI USA,SOLUTION (INTRAVENOUS),1.18GM/5ML (236MG/ML);1.12GM/5ML (224MG/ML),"POTASSIUM PHOSPHATE, DIBASIC; POTASSIUM PHOSPHATE, MONOBASIC",Label,2019-11-27T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212832s000lbl.pdf
212832,2,POTASSIUM PHOSPHATES,N212832,Prescription,FRESENIUS KABI USA,SOLUTION (INTRAVENOUS),3.54GM/15ML (236MG/ML);3.36GM/15ML (224MG/ML),"POTASSIUM PHOSPHATE, DIBASIC; POTASSIUM PHOSPHATE, MONOBASIC",Label,2019-11-27T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212832s000lbl.pdf
212832,3,POTASSIUM PHOSPHATES,N212832,Prescription,FRESENIUS KABI USA,SOLUTION (INTRAVENOUS),11.8GM/50ML (236MG/ML);11.2GM/50ML (224MG/ML),"POTASSIUM PHOSPHATE, DIBASIC; POTASSIUM PHOSPHATE, MONOBASIC",Label,2019-11-27T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212832s000lbl.pdf
212895,1,CONJUPRI,N212895,Discontinued,CSPC OUYI,TABLET (ORAL),EQ 1.25MG BASE,LEVAMLODIPINE MALEATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/520_212895 levamlodipine clinical prea.pdf
212895,2,CONJUPRI,N212895,Prescription,CSPC OUYI,TABLET (ORAL),EQ 2.5MG BASE,LEVAMLODIPINE MALEATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/520_212895 levamlodipine clinical prea.pdf
212895,3,CONJUPRI,N212895,Prescription,CSPC OUYI,TABLET (ORAL),EQ 5MG BASE,LEVAMLODIPINE MALEATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/520_212895 levamlodipine clinical prea.pdf
212909,1,BIORPHEN,N212909,Prescription,ETON PHARMS,SOLUTION (INTRAVENOUS),0.5MG/5ML (0.1MG/ML),PHENYLEPHRINE HYDROCHLORIDE,Label,2019-10-22T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212909s000lbl.pdf
212909,2,BIORPHEN,N212909,Discontinued,ETON PHARMS,SOLUTION (INTRAVENOUS),10MG/ML (10MG/ML),PHENYLEPHRINE HYDROCHLORIDE,Label,2019-10-22T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212909s000lbl.pdf
213407,1,EMERPHED,N213407,Prescription,NEXUS PHARMS,SOLUTION (INTRAVENOUS),50MG/10ML (5MG/ML),EPHEDRINE SULFATE,Label,2020-04-20T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/213407s000lbl.pdf
